,acousticness,analysis_channels,analysis_sample_rate,artist,danceability,duration,duration_ms,end_of_fade_in,energy,instrumentalness,key,key_confidence,liveness,loudness,mode,mode_confidence,song,speechiness,start_of_fade_out,tempo,tempo_confidence,time_signature,time_signature_confidence,trackid,valence
36,0.562,1,22050,ABBA,0.328,270.90667,270907,3.32626,0.318,1.18e-06,0,0.628,0.339,-11.286,1,0.629,I Wonder (Departure) [Live],0.0284,261.24771,134.441,0.222,4,0.991,2baJwKfpukG4HwBmSR5BW5,0.291
37,0.301,1,22050,ABBA,0.701,311.0,311000,0.4585,0.879,0.000914,9,0.453,0.123,-4.68,1,0.49,If It Wasn't For The Nights,0.0383,293.16934,105.642,0.517,4,1.0,18BxnxbC0zEOL7OVq9Zm9k,0.895
38,0.000912,1,22050,ABBA,0.588,292.38667,292387,0.17397,0.873,0.0,11,0.552,0.12,-7.839,0,0.465,I'm A Marionette,0.0351,272.6429,125.047,0.427,4,0.252,7bEg9J0HwBmZ94m1OkPRYU,0.339
39,0.719,1,22050,ABBA,0.491,197.2,197200,0.2166,0.373,0.0,9,0.731,0.0992,-11.665,1,0.854,I've Been Waiting For You,0.0289,174.1961,77.702,0.177,4,0.879,7C3xydn7tJZLCSBcV2ZFYe,0.267
40,0.476,1,22050,ABBA,0.389,470.0,470000,0.3951,0.392,0.559,9,0.333,0.137,-15.644,0,0.355,Just A Notion,0.0293,458.46059,151.837,0.066,4,0.736,6wL6JKlP3GSWhJu4dLbIj2,0.442
41,0.253,1,22050,ABBA,0.548,194.17333,194173,0.47605,0.914,0.0,2,0.653,0.0857,-7.726,1,0.638,King Kong Song,0.0454,175.29905,155.538,0.384,4,0.946,5PsTYF9HGM9plJUxUxNlxz,0.852
42,0.0393,1,22050,ABBA,0.651,149.53333,149533,0.59583,0.865,0.0,4,0.239,0.393,-5.456,1,0.249,Kisses Of Fire,0.0436,142.01324,136.084,0.964,4,0.877,6XmiE7UK0cimqiI8LKbpMb,0.867
43,0.083,1,22050,ABBA,0.677,225.37333,225373,0.67342,0.658,0.0,2,0.562,0.0617,-7.909,1,0.756,Knowing Me Knowing You,0.0282,207.51673,107.97,0.775,4,0.958,7jicciytVTNBXYrIXHs3Hv,0.681
44,0.0102,1,22050,ABBA,0.705,269.44,269440,0.13093,0.738,0.000189,5,0.367,0.308,-5.402,0,0.451,Lay All Your Love On Me,0.0289,251.33859,133.027,0.962,4,0.99,74wySERHHxB8Ul9A0CNBla,0.504
45,0.984,1,22050,ABBA,0.309,316.05134,316051,0.96245,0.0896,0.00345,0,0.68,0.093,-14.297,1,0.809,Like An Angel Passing Through My Room,0.033,307.81533,95.62,0.228,4,0.62,3GHWScApxbXmNopwKIlMfS,0.163
46,0.64,1,22050,ABBA,0.614,289.4,289400,0.37587,0.226,0.000214,0,0.551,0.11,-10.277,1,0.601,Love Has It's Ways,0.175,281.46068,172.818,0.018,4,0.914,0cs3NIVP1auI6wMjRApKzJ,0.194
47,0.313,1,22050,ABBA,0.534,210.0,210000,0.09302,0.848,0.000249,6,0.455,0.136,-7.836,0,0.465,Love Isn't Easy,0.0403,206.76209,92.94,0.252,4,1.0,6ZtGRYywFLrod9ijf6xrYn,0.463
48,0.865,1,22050,ABBA,0.605,178.44,178440,0.41252,0.112,0.0,0,0.0,0.123,-12.091,0,0.04,Lovelight,0.11,175.28744,87.303,0.54,4,0.656,6hWBuOwuZJXFGVDKtnackH,0.467
49,0.0788,1,22050,ABBA,0.799,199.84934,199849,0.17986,0.597,5.66e-06,5,0.179,0.1,-5.131,0,0.245,Lovers,0.0611,192.18576,110.001,0.664,4,1.0,2j5hsQvApottzvTn4pFJWF,0.419
50,0.468,1,22050,ABBA,0.685,159.62667,159627,6.66993,0.698,0.0,2,0.9,0.0237,-7.478,1,0.845,Mamma Mia,0.0432,153.88444,138.061,0.567,4,0.876,717z018DWodjJnW6DE7t4z,0.574
51,0.429,1,22050,ABBA,0.717,261.42667,261427,0.18045,0.789,0.000439,2,0.337,0.0765,-5.825,1,0.556,Man In The Middle,0.0308,246.06186,111.508,0.886,4,1.0,3iGkVOWTZ8MJR4sikK1oRI,0.879
52,0.37,1,22050,ABBA,0.757,170.10667,170107,0.06952,0.535,2.19e-05,5,0.623,0.0801,-10.115,1,0.585,Me And Bobby And Bobby's Brother,0.0297,161.61088,129.283,0.579,4,1.0,6TZFXq1LiprqGOZPt6gwOc,0.725
53,0.182,1,22050,ABBA,0.79,169.62045,169620,0.0971,0.629,7.06e-06,8,0.245,0.338,-4.055,1,0.542,Me And I,0.142,167.12562,170.023,0.844,4,1.0,33tNYw9oMtSkGe27NpgS64,0.267
54,0.565,1,22050,ABBA,0.65,206.89333,206893,0.20195,0.462,0.00134,6,0.675,0.129,-9.375,1,0.665,Merry-Go-Round,0.0309,200.87583,86.999,0.024,4,1.0,5UDqWOgDdixYMAgAyNbpgh,0.368
55,0.368,1,22050,ABBA,0.706,207.16404,207164,3.28562,0.597,2.19e-05,4,0.328,0.193,-7.076,1,0.353,Midnight Special,0.0632,203.15719,96.026,0.274,4,0.964,6hPFEpT7bVguj9aCFLOmiz,0.393
56,0.00534,1,22050,ABBA,0.95,183.52726,183527,0.18957,0.59,0.0,8,0.528,0.11,-6.508,0,0.438,Money Money Money,0.29,179.97206,130.003,0.409,4,1.0,2GGMabyHXnJmjY6CXhhB2e,0.219
57,0.141,1,22050,ABBA,0.584,535.33333,535333,0.47596,0.975,0.501,11,0.62,0.101,-6.534,0,0.615,Move On,0.0651,524.00472,138.341,0.685,4,1.0,01gDLZsi0j5fWC28FLPNO8,0.876
58,0.927,1,22050,ABBA,0.358,217.4,217400,2.28136,0.19,5.83e-06,5,0.626,0.121,-11.355,1,0.72,"My Love, My Life",0.0288,207.44127,77.756,0.074,4,0.013,790YJcgHlN3SaosQCHlWzn,0.269
59,0.141,1,22050,ABBA,0.506,260.4,260400,0.0,0.409,0.238,2,0.547,0.106,-10.726,1,0.511,My Mama Said,0.0307,252.03519,122.265,0.326,4,0.996,2KT2tP853wbbERHxfSzmvd,0.253
60,0.0757,1,22050,ABBA,0.736,172.42667,172427,3.92417,0.704,0.0222,0,0.965,0.0595,-10.69,1,0.728,"Nina, Pretty Ballerina",0.0329,163.57878,125.249,0.912,4,1.0,0O0mGoCOxOtTHH5wcDStcn,0.881
61,0.0484,1,22050,ABBA,0.656,141.58667,141587,0.0,0.542,0.0,7,0.829,0.126,-7.358,1,0.743,On And On And On,0.323,137.70594,166.111,0.606,4,0.987,5274I4mUMnYczyeXkGDWZN,0.551
62,0.0493,1,22050,ABBA,0.528,244.56,244560,0.22063,0.613,0.0,4,0.0,0.0991,-5.465,0,0.248,"One Man, One Woman",0.0335,237.09315,129.95,0.48,3,0.842,769e3yVJw9s6r8k33YkT5A,0.278
63,0.452,1,22050,ABBA,0.601,225.0,225000,0.53424,0.542,0.0,7,0.515,0.317,-8.003,1,0.67,One Of Us,0.0348,213.7571,82.228,0.455,4,0.993,71CU7N8x2l4b5DEHPXxZfE,0.823
64,0.246,1,22050,ABBA,0.635,177.62667,177627,0.11116,0.459,0.0,7,0.77,0.259,-7.343,1,0.746,Our Last Summer,0.0244,170.74213,96.056,0.398,4,1.0,7bFmXanwZQm6BMV9Nka6Hk,0.433
65,0.199,1,22050,ABBA,0.558,167.61333,167613,2.14204,0.523,0.0,11,0.686,0.0571,-11.262,1,0.676,People Need Love,0.0417,156.45605,77.753,0.025,4,0.869,1seMB2RucSdcDNR4ItkJWU,0.842
66,0.0341,1,22050,ABBA,0.339,261.86667,261867,0.45274,0.956,1.29e-05,2,0.305,0.0523,-4.419,1,0.432,Pick A Bale Of Cotton,0.22,253.26585,167.959,0.255,4,1.0,7ls1Z7uRrZKnicxjlX0d7D,0.658
67,0.606,1,22050,ABBA,0.466,272.49333,272493,0.42952,0.61,0.000254,0,0.29,0.218,-7.81,1,0.583,Put On Your White Sombrero,0.0278,253.92181,82.011,0.098,3,1.0,2bACMuM250AF9rErF1uwWg,0.591
68,0.303,1,22050,ABBA,0.604,221.6,221600,0.07156,0.636,1.82e-06,6,0.743,0.108,-5.23,1,0.66,Reina Danzante,0.024,212.10268,99.992,0.482,4,1.0,1xZAfGaLm43qMBCNjYP2pl,0.568
69,0.049,1,22050,ABBA,0.767,177.13977,177140,0.10993,0.543,0.0,1,0.809,0.115,-7.881,0,0.733,Ring Ring,0.103,168.48399,106.029,0.46,4,1.0,5DfWF0jqMgZDCiu9zJENTA,0.485
70,0.244,1,22050,ABBA,0.621,278.51483,278515,0.25556,0.777,0.0,8,0.51,0.449,-4.75,0,0.526,Rock Me,0.151,271.69669,138.007,0.706,4,1.0,7o8xfkcYJs1CPZXWiIFimg,0.526
71,0.368,1,22050,ABBA,0.764,253.93166,253932,2.15946,0.604,6.46e-06,0,0.338,0.328,-10.384,1,0.522,Rock 'n Roll Band,0.0362,240.13497,133.99,0.354,4,1.0,57sqdv1qf0pzJNinztznI8,0.548
72,0.108,1,22050,ABBA,0.53,194.61333,194613,0.09937,0.433,0.0,6,0.032,0.135,-10.598,1,0.506,S. O. S.,0.185,191.24535,160.14,0.316,4,0.357,43PuMrRfbyyuz4QpZ3oAwN,0.274
73,0.302,1,22050,ABBA,0.767,269.37333,269373,0.42966,0.531,0.0446,10,0.675,0.0882,-10.5,1,0.576,Should I Laugh Or Cry,0.029,256.55147,105.777,0.866,4,1.0,6bFHvTWEKRHmtGQdhheo0z,0.631
74,0.747,1,22050,ABBA,0.867,218.2,218200,0.4654,0.326,9.53e-06,2,0.739,0.0771,-12.862,1,0.707,Sitting In The Palmtree,0.0427,209.42077,112.714,0.952,4,0.878,5GtZQAGslCdh7jUtvhMx1E,0.886
75,0.507,1,22050,ABBA,0.463,230.89333,230893,2.15946,0.489,0.0,2,0.838,0.165,-7.968,1,0.916,Slipping Through My Fingers,0.0288,223.70685,140.034,0.444,4,0.852,1QRKeAlaLqJUeCWMBRP20A,0.249
76,0.0142,1,22050,ABBA,0.356,204.73333,204733,2.33361,0.96,0.0,4,0.057,0.209,-3.487,1,0.197,So Long,0.104,198.06621,125.921,0.726,4,0.977,5dTHtzHFPyi8TlTtzoz1J9,0.0857
77,0.0227,1,22050,ABBA,0.671,296.88,296880,0.29011,0.755,0.000529,1,0.631,0.107,-3.439,0,0.545,Soldiers,0.268,284.61279,81.853,0.224,4,0.925,6CN3e26iQSj1N5lomh0mfO,0.387
78,0.004,1,22050,ABBA,0.677,238.92,238920,0.15111,0.671,5.07e-05,7,0.383,0.413,-4.905,1,0.0,SOS,0.0361,238.92,137.046,0.797,4,0.993,30cSNer6TV8x2utjULVeQ5,0.527
79,0.011,1,22050,ABBA,0.475,215.13333,215133,0.44685,0.86,0.0,7,0.305,0.261,-5.649,0,0.408,Summer Night City,0.0362,198.7454,130.689,0.91,4,1.0,2ybeXAz8fQTdxGajZVsEiJ,0.786
80,0.154,1,22050,ABBA,0.211,198.42667,198427,0.48771,0.568,0.0212,8,0.251,0.247,-9.78,1,0.493,Suzy-Hang-Around,0.0317,181.53941,143.561,0.237,4,0.286,5RlOYzoDfRVKweLpMThtQt,0.659
81,0.173,1,22050,ABBA,0.685,243.93333,243933,0.4742,0.685,0.0,11,0.821,0.201,-8.103,1,0.564,Take A Chance,0.0254,233.86558,106.987,0.896,4,1.0,6vQN2a9QSgWcm74KEZYfDL,0.925
82,0.173,1,22050,ABBA,0.685,243.93333,243933,0.4742,0.685,0.0,11,0.821,0.201,-8.103,1,0.564,Take A Chance On Me,0.0254,233.86558,106.987,0.896,4,1.0,6vQN2a9QSgWcm74KEZYfDL,0.925
83,0.932,1,22050,ABBA,0.528,224.10667,224107,0.32512,0.134,0.0,4,0.501,0.103,-11.264,1,0.554,Thank You For The Music,0.0348,211.53959,98.879,0.003,4,0.906,64yJ0tpcSveze3KJAdZGKe,0.479
84,0.0288,1,22050,ABBA,0.803,219.55202,219552,0.0,0.648,0.0,4,0.448,0.0904,-9.185,0,0.506,That's Me,0.198,216.46222,131.925,0.572,4,1.0,5c0Vl3yklw5WX9YI36dPLd,0.538
85,0.925,1,22050,ABBA,0.357,329.30667,329307,0.33098,0.112,0.0,9,0.541,0.0754,-15.843,0,0.669,The Day Before You Came,0.0381,317.38195,99.105,0.05,4,0.522,1r93lJK0yzvdlmqMIbqiqR,0.218
86,0.155,1,22050,ABBA,0.721,213.8,213800,0.84322,0.588,9.67e-05,7,0.653,0.0655,-8.206,1,0.651,The King Has Lost His Crown,0.0282,200.24308,114.75,0.789,4,0.985,7Ktvf3jSNSHajArfP8vpRv,0.47
87,0.13,1,22050,ABBA,0.65,285.74667,285747,0.25746,0.62,0.0,9,0.519,0.0764,-8.437,1,0.562,The Name Of The Game,0.0289,270.39057,78.024,0.499,4,0.992,021oUsG0NYI7YuJK6c0ecG,0.725
88,0.378,1,22050,ABBA,0.348,251.27873,251279,3.59329,0.634,0.474,2,0.753,0.346,-11.527,1,0.416,The Piper,0.048,241.50494,124.079,0.628,4,0.309,3Y8gNcoJu1uJ5L1BZuGvqB,0.0803
89,0.846,1,22050,ABBA,0.47,233.72,233720,0.59215,0.265,0.00162,5,0.835,0.144,-15.878,1,0.701,The Visitors,0.0396,226.75447,137.398,0.477,4,0.99,6TvxPS4fj4LUdjw2es4g21,0.357
90,0.922,1,22050,ABBA,0.225,246.0,246000,0.0,0.397,0.846,5,1.0,0.104,-8.142,1,0.932,The Way Old Friends Do,0.0314,238.06259,83.569,0.067,4,0.512,5nKTaBs76uwqlbTm9eSyTB,0.14
91,0.548,1,22050,ABBA,0.457,294.73333,294733,0.42422,0.785,0.000781,6,0.671,0.082,-6.783,1,0.674,The Winner Takes It All,0.0383,286.05823,126.947,0.691,4,0.944,2HeTmGTjl870ucJ8mF7zl5,0.522
92,0.132,1,22050,ABBA,0.817,245.64,245640,0.4824,0.599,0.000311,0,0.566,0.0873,-9.249,0,0.586,Tiger,0.0328,234.30676,108.873,0.898,4,0.852,2KH16WveTQWT6KOG9Rg6e2,0.548
93,0.512,1,22050,ABBA,0.659,186.66667,186667,0.45583,0.479,3.58e-05,10,0.734,0.0449,-10.528,1,0.542,Tropical Loveland,0.0514,177.11601,81.497,0.306,4,1.0,16uiTPYC5XsQDPcsDr7mCY,0.857
94,0.313,1,22050,ABBA,0.699,218.90667,218907,0.43537,0.49,0.0121,2,0.575,0.303,-9.903,1,0.607,Two For The Price Of One,0.0337,206.08871,112.369,0.597,4,0.978,6fwKbFsdaze8Oi2ODK7jBN,0.776
95,0.192,1,22050,ABBA,0.888,228.69333,228693,0.44744,0.684,0.0317,4,0.719,0.0727,-7.696,1,0.629,Under Attack,0.0433,212.51483,115.663,0.817,4,0.553,4nMrx6pa1vFGkk8rU6rreL,0.964
96,0.0163,1,22050,ABBA,0.747,292.57143,292571,0.45846,0.492,0.00897,10,0.309,0.224,-9.616,1,0.369,Voulez Vous,0.04,273.85615,119.531,0.751,4,1.0,2PzCOP5Aj9SABiBgNEZ52G,0.533
97,0.842,1,22050,ABBA,0.901,207.81333,207813,0.13832,0.509,0.0,8,0.889,0.0531,-6.777,0,0.639,Watch Out,0.492,189.70703,129.924,0.327,4,0.849,22DKsoYFV5npPXmnPpXL7i,0.544
98,0.0906,1,22050,ABBA,0.645,168.8,168800,0.32018,0.855,0.0,2,0.546,0.114,-5.63,1,0.542,Waterloo,0.0356,155.41696,147.007,0.907,4,1.0,0KGOBUQSvFzufIGbQabIxr,0.649
99,0.814,1,22050,ABBA,0.678,65.34667,65347,0.24862,0.353,0.0,9,0.481,0.0904,-15.636,1,0.513,We Wish You A Merry Christmas,0.0716,60.7376,84.545,0.072,1,0.225,6h3MR7BSXsxUgypreO85Mp,0.777
100,0.454,1,22050,ABBA,0.674,175.33333,175333,0.48762,0.655,7.28e-06,0,0.411,0.082,-7.37,1,0.507,What About Livingstone,0.0509,167.4449,148.851,0.52,4,1.0,0xnNBpC8WvHWpEkinl5bbE,0.895
101,0.547,1,22050,ABBA,0.603,198.04,198040,0.11624,0.444,0.000886,4,0.862,0.192,-9.713,1,0.621,When All Is Said And Done,0.0266,192.21478,115.989,0.358,4,1.0,43eWoKLdHEVT26MGT5P2n6,0.339
102,0.332,1,22050,ABBA,0.536,181.53333,181533,0.60372,0.846,0.0,3,0.688,0.047,-4.661,1,0.807,When I Kissed The Teacher,0.0558,176.12336,154.744,0.453,4,0.984,1WOBzx0R3hyphrI1AUv4Zu,0.79
103,0.129,1,22050,ABBA,0.55,198.36,198360,0.21415,0.78,1.85e-06,2,0.696,0.132,-5.55,1,0.732,Why Did It Have To Be Me?,0.0356,183.65823,117.654,0.795,4,0.845,6rekLbbb3i42gCgFIXOFvE,0.794
104,0.0796,1,22050,ABBA,0.882,210.41333,210413,0.33805,0.905,0.000225,9,0.656,0.0698,-11.564,1,0.589,You Owe Me One,0.0348,191.24535,124.685,0.825,4,1.0,1HmwvKA2TLUh5QlY7QGLzt,0.967
105,0.163,1,22050,Ace Of Base,0.368,183.97333,183973,0.41147,0.316,0.0156,2,1.0,0.22,-14.137,1,0.836,"Always Have, Always Will",0.0421,176.02467,110.528,0.082,3,0.975,0wXpLAGn8vD4nuer85zZ9f,0.222
106,0.357,1,22050,Ace Of Base,0.755,174.82667,174827,0.24127,0.876,5.17e-06,0,0.522,0.22,-8.867,1,0.539,Cecilia,0.0362,165.87755,102.762,0.913,4,1.0,6QhXQOpyYvbpdbyjgAqKdY,0.954
107,0.0488,1,22050,Ace Of Base,0.559,209.41333,209413,0.18014,0.855,0.000681,5,0.518,0.68,-5.077,1,0.406,Don't Stop,0.186,202.59991,156.311,0.395,4,0.765,7hQJA50XrCWABAu5v6QZ4i,0.605
108,0.117,1,22050,Ace Of Base,0.493,270.8,270800,0.63215,0.665,0.0,9,0.693,0.159,-13.817,0,0.608,Edge Of Heaven,0.0424,264.67846,152.644,0.266,4,1.0,5AhRNIjYPBleR1lfHphcrE,0.877
109,0.000482,1,22050,Ace Of Base,0.661,253.2,253200,2.14785,0.94,0.722,0,0.136,0.284,-5.604,1,0.511,Fashion Party,0.0337,245.89932,125.694,0.98,4,1.0,3decMj2ecKLeEVEyK4vPdt,0.607
110,0.00526,1,22050,Ace Of Base,0.707,211.21333,211213,0.24127,0.628,8.21e-05,11,0.063,0.104,-9.684,1,0.194,Happy Nation,0.0877,199.20399,187.548,0.018,4,1.0,12BbMJsJi65mxneq6c9Lm7,0.87
111,0.156,1,22050,Ace Of Base,0.478,145.34667,145347,0.07533,0.958,2.99e-05,9,0.021,0.0901,-3.148,1,0.332,Hey Darling,0.137,134.34485,151.38,0.677,4,1.0,5sA8Bc6PcPartZjA47F3Qc,0.488
